crash_numb,city_town_name,crash_date,crash_severity_descr,crash_time_2,year,max_injr_svrty_cl,numb_vehc,age_drvr_yngst,age_drvr_oldest,manr_coll_descr,numb_fatal_injr,numb_nonfatal_injr,trafy_descr_descr,vehc_mnvr_actn_cl,cnty_name,lclty_name,speed_limit,lat,lon,vehc_unit_numb,alc_suspd_type_descr,driver_age,drvr_cntrb_circ_descr,driver_distracted_type_descr,drug_suspd_type_descr,pers_numb,age,ejctn_descr,sex_descr
4870441,MILLBURY,7/4/20,Fatal injury,11:13 AM,2020,Fatal injury (K),2,18-20,75-84,Head-on,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,WORCESTER,,30,42.17575338,-71.77474019,1,Not reported,80,"DCC1:Failed to yield right of way, DCC2:Not reported",Unknown,Not reported,1,80,Not ejected,Female
4870441,MILLBURY,7/4/20,Fatal injury,11:13 AM,2020,Fatal injury (K),2,18-20,75-84,Head-on,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,WORCESTER,,30,42.17575338,-71.77474019,1,Not reported,80,"DCC1:Failed to yield right of way, DCC2:Not reported",Unknown,Not reported,2,83,Not ejected,Male
4870441,MILLBURY,7/4/20,Fatal injury,11:13 AM,2020,Fatal injury (K),2,18-20,75-84,Head-on,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,WORCESTER,,30,42.17575338,-71.77474019,2,Not reported,19,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,Not reported,3,19,Not ejected,Male
4882639,WORCESTER,7/23/20,Fatal injury,8:23 PM,2020,Fatal injury (K),3,18-20,18-20,Angle,1,0,"Two-way, divided, unprotected median",V1: Turning left / V2: Travelling straight ahead / V3: Not reported,WORCESTER,,30,42.27843137,-71.79415817,2,Unknown,19,"DCC1:Other improper action, DCC2:Not reported",Unknown,Unknown,2,19,Totally ejected,Not reported
4882639,WORCESTER,7/23/20,Fatal injury,8:23 PM,2020,Fatal injury (K),3,18-20,18-20,Angle,1,0,"Two-way, divided, unprotected median",V1: Turning left / V2: Travelling straight ahead / V3: Not reported,WORCESTER,,30,42.27843137,-71.79415817,1,"No, alcohol not used",18,DCC1:Unknown,Not Distracted,"No, drug not used",1,18,Not ejected,Female
4882639,WORCESTER,7/23/20,Fatal injury,8:23 PM,2020,Fatal injury (K),3,18-20,18-20,Angle,1,0,"Two-way, divided, unprotected median",V1: Turning left / V2: Travelling straight ahead / V3: Not reported,WORCESTER,,30,42.27843137,-71.79415817,3,Not reported,,DCC1:Not reported,Not reported,Not reported,3,,Not reported,Not reported
4883190,WEBSTER,8/3/20,Fatal injury,7:11 AM,2020,Fatal injury (K),1,25-34,25-34,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,WORCESTER,,35,42.05808829,-71.86334497,,,,,,,2,87,,Male
4883190,WEBSTER,8/3/20,Fatal injury,7:11 AM,2020,Fatal injury (K),1,25-34,25-34,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,WORCESTER,,35,42.05808829,-71.86334497,1,"No, alcohol not used",32,"DCC1:Visibility obstructed, DCC2:Glare",Unknown,"No, drug not used",1,32,Not ejected,Male
4839431,DOVER,4/19/20,Fatal injury,11:26 PM,2020,Fatal injury (K),1,25-34,25-34,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,NORFOLK,,40,42.25357035,-71.25888135,1,Unknown,29,,Unknown,Unknown,1,29,Not ejected,Male
4884357,STOUGHTON,9/27/20,Fatal injury,1:52 AM,2020,Fatal injury (K),1,21-24,21-24,Rear-end,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,NORFOLK,,45,,,1,Not reported,23,"DCC1:Unknown, DCC2:Not reported",Unknown,Not reported,1,23,Totally ejected,Male
4880819,WAREHAM,9/26/20,Fatal injury,4:13 PM,2020,Fatal injury (K),1,25-34,25-34,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,PLYMOUTH,,35,41.80866242,-70.76746254,1,Unknown,31,,Unknown,Unknown,1,31,Not ejected,Female
4873156,BOSTON,8/18/20,Fatal injury,10:29 AM,2020,Fatal injury (K),1,65-74,65-74,Single vehicle crash,1,1,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,SUFFOLK,,25,42.3395432,-71.09259274,1,"No, alcohol not used",74,"DCC1:Failure to keep in proper lane or running off road, DCC2:Not reported",Not Distracted,"No, drug not used",2,66,Not ejected,Female
4873156,BOSTON,8/18/20,Fatal injury,10:29 AM,2020,Fatal injury (K),1,65-74,65-74,Single vehicle crash,1,1,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,SUFFOLK,,25,42.3395432,-71.09259274,1,"No, alcohol not used",74,"DCC1:Failure to keep in proper lane or running off road, DCC2:Not reported",Not Distracted,"No, drug not used",1,74,Not ejected,Female
4885025,MIDDLEBOROUGH,9/23/20,Fatal injury,10:02 AM,2020,Fatal injury (K),3,25-34,65-74,Rear-end,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Slowing or stopped in traffic / V3: Slowing or stopped in traffic,PLYMOUTH,,65,41.85401142,-70.8672845,2,"No, alcohol not used",68,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",3,100,Not ejected,Female
4885025,MIDDLEBOROUGH,9/23/20,Fatal injury,10:02 AM,2020,Fatal injury (K),3,25-34,65-74,Rear-end,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Slowing or stopped in traffic / V3: Slowing or stopped in traffic,PLYMOUTH,,65,41.85401142,-70.8672845,1,"No, alcohol not used",28,"DCC1:Exceeded authorized speed limit, DCC2:Not reported",Not reported,"No, drug not used",1,28,Not ejected,Male
4885025,MIDDLEBOROUGH,9/23/20,Fatal injury,10:02 AM,2020,Fatal injury (K),3,25-34,65-74,Rear-end,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Slowing or stopped in traffic / V3: Slowing or stopped in traffic,PLYMOUTH,,65,41.85401142,-70.8672845,2,"No, alcohol not used",68,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,68,Not ejected,Female
4885025,MIDDLEBOROUGH,9/23/20,Fatal injury,10:02 AM,2020,Fatal injury (K),3,25-34,65-74,Rear-end,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Slowing or stopped in traffic / V3: Slowing or stopped in traffic,PLYMOUTH,,65,41.85401142,-70.8672845,3,"No, alcohol not used",47,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",4,47,Not ejected,Male
4883290,FAIRHAVEN,8/25/20,Fatal injury,10:55 PM,2020,Fatal injury (K),1,25-34,25-34,Single vehicle crash,1,0,"Two-way, divided, unprotected median",V1: Travelling straight ahead,BRISTOL,,35,41.64153446,-70.88589951,,,,,,,2,32,,Male
4883290,FAIRHAVEN,8/25/20,Fatal injury,10:55 PM,2020,Fatal injury (K),1,25-34,25-34,Single vehicle crash,1,0,"Two-way, divided, unprotected median",V1: Travelling straight ahead,BRISTOL,,35,41.64153446,-70.88589951,1,"No, alcohol not used",28,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",1,28,Not ejected,Male
4865338,LYNN,6/6/20,Fatal injury,12:32 AM,2020,Fatal injury (K),2,25-34,25-34,Head-on,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,ESSEX,,30,42.47436789,-70.99396556,1,"No, alcohol not used",34,"DCC1:Unknown, DCC2:Not reported",Unknown,"No, drug not used",1,34,Not ejected,Female
4865338,LYNN,6/6/20,Fatal injury,12:32 AM,2020,Fatal injury (K),2,25-34,25-34,Head-on,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,ESSEX,,30,42.47436789,-70.99396556,2,"No, alcohol not used",25,"DCC1:Unknown, DCC2:Not reported",Unknown,"No, drug not used",3,20,Not reported,Female
4865338,LYNN,6/6/20,Fatal injury,12:32 AM,2020,Fatal injury (K),2,25-34,25-34,Head-on,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,ESSEX,,30,42.47436789,-70.99396556,2,"No, alcohol not used",25,"DCC1:Unknown, DCC2:Not reported",Unknown,"No, drug not used",2,25,Not ejected,Male
4886327,GLOUCESTER,9/29/20,Fatal injury,2:32 PM,2020,Fatal injury (K),1,65-74,65-74,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,ESSEX,,35,42.61738114,-70.71105599,1,Not reported,71,"DCC1:Unknown, DCC2:Not reported",Unknown,Not reported,1,71,Not ejected,Male
4886319,NEW BEDFORD,10/8/20,Fatal injury,1:04 PM,2020,Fatal injury (K),1,65-74,65-74,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,BRISTOL,,35,41.6155042,-70.93447054,1,Not reported,65,"DCC1:Unknown, DCC2:Not reported",Unknown,Not reported,2,61,Partially ejected,Female
4886319,NEW BEDFORD,10/8/20,Fatal injury,1:04 PM,2020,Fatal injury (K),1,65-74,65-74,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,BRISTOL,,35,41.6155042,-70.93447054,1,Not reported,65,"DCC1:Unknown, DCC2:Not reported",Unknown,Not reported,1,65,Partially ejected,Female
4885198,LANESBOROUGH,10/8/20,Fatal injury,8:31 PM,2020,Fatal injury (K),1,25-34,25-34,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,BERKSHIRE,,35,42.53517437,-73.1995487,1,Unknown,34,,Unknown,"No, drug not used",1,34,Totally ejected,Male
4872943,BROCKTON,8/21/20,Fatal injury,7:15 AM,2020,Fatal injury (K),2,>84,>84,"Sideswipe, same direction",1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Parked,PLYMOUTH,,65,42.09281938,-71.05974542,1,"No, alcohol not used",91,"DCC1:Physical impairment, DCC2:Not reported",Not Distracted,"No, drug not used",1,91,Not ejected,Male
4872943,BROCKTON,8/21/20,Fatal injury,7:15 AM,2020,Fatal injury (K),2,>84,>84,"Sideswipe, same direction",1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Parked,PLYMOUTH,,65,42.09281938,-71.05974542,,,,,,,3,62,,Male
4872943,BROCKTON,8/21/20,Fatal injury,7:15 AM,2020,Fatal injury (K),2,>84,>84,"Sideswipe, same direction",1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Parked,PLYMOUTH,,65,42.09281938,-71.05974542,2,Not reported,,DCC1:Not reported,Not reported,Not reported,2,,Not reported,Not reported
4886890,MILTON,10/14/20,Fatal injury,10:05 PM,2020,Fatal injury (K),1,25-34,25-34,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,NORFOLK,,30,42.22133135,-71.07614941,1,,29,,,,1,29,Not ejected,Male
4888321,GREENFIELD,10/4/20,Fatal injury,6:21 PM,2020,Fatal injury (K),2,35-44,55-64,Head-on,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,FRANKLIN,,55,42.61137933,-72.5710019,2,Unknown,62,"DCC1:Wrong side or wrong way, DCC2:Not reported",Unknown,Unknown,3,60,Not ejected,Male
4888321,GREENFIELD,10/4/20,Fatal injury,6:21 PM,2020,Fatal injury (K),2,35-44,55-64,Head-on,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,FRANKLIN,,55,42.61137933,-72.5710019,1,Unknown,41,"DCC1:No improper driving, DCC2:Not reported",Unknown,Unknown,1,41,Not ejected,Male
4888321,GREENFIELD,10/4/20,Fatal injury,6:21 PM,2020,Fatal injury (K),2,35-44,55-64,Head-on,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,FRANKLIN,,55,42.61137933,-72.5710019,2,Unknown,62,"DCC1:Wrong side or wrong way, DCC2:Not reported",Unknown,Unknown,2,62,Not ejected,Male
4882640,CHARLTON,6/22/20,Fatal injury,11:23 AM,2020,Fatal injury (K),3,35-44,55-64,Angle,1,0,"Two-way, not divided",V1: Turning left / V2: Travelling straight ahead / V3: Travelling straight ahead,WORCESTER,,50,42.15292939,-71.92008914,2,"No, alcohol not used",58,,Not Distracted,"No, drug not used",5,32,Not ejected,Male
4882640,CHARLTON,6/22/20,Fatal injury,11:23 AM,2020,Fatal injury (K),3,35-44,55-64,Angle,1,0,"Two-way, not divided",V1: Turning left / V2: Travelling straight ahead / V3: Travelling straight ahead,WORCESTER,,50,42.15292939,-71.92008914,2,"No, alcohol not used",58,,Not Distracted,"No, drug not used",3,32,Not ejected,Male
4882640,CHARLTON,6/22/20,Fatal injury,11:23 AM,2020,Fatal injury (K),3,35-44,55-64,Angle,1,0,"Two-way, not divided",V1: Turning left / V2: Travelling straight ahead / V3: Travelling straight ahead,WORCESTER,,50,42.15292939,-71.92008914,1,"No, alcohol not used",61,"DCC1:Inattention, DCC2:Failed to yield right of way",Unknown,"No, drug not used",1,61,Not ejected,Male
4882640,CHARLTON,6/22/20,Fatal injury,11:23 AM,2020,Fatal injury (K),3,35-44,55-64,Angle,1,0,"Two-way, not divided",V1: Turning left / V2: Travelling straight ahead / V3: Travelling straight ahead,WORCESTER,,50,42.15292939,-71.92008914,2,"No, alcohol not used",58,,Not Distracted,"No, drug not used",2,58,Not ejected,Male
4882640,CHARLTON,6/22/20,Fatal injury,11:23 AM,2020,Fatal injury (K),3,35-44,55-64,Angle,1,0,"Two-way, not divided",V1: Turning left / V2: Travelling straight ahead / V3: Travelling straight ahead,WORCESTER,,50,42.15292939,-71.92008914,3,"No, alcohol not used",41,,Not Distracted,"No, drug not used",4,41,Not ejected,Male
4889242,HARVARD,10/12/20,Fatal injury,8:35 PM,2020,Fatal injury (K),1,,,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,WORCESTER,,65,42.46737632,-71.56253724,,,,,,,2,,,Not reported
4889242,HARVARD,10/12/20,Fatal injury,8:35 PM,2020,Fatal injury (K),1,,,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,WORCESTER,,65,42.46737632,-71.56253724,1,"No, alcohol not used",,"DCC1:Over-correcting/over-steering, DCC2:Not reported",Not Distracted,"No, drug not used",1,,Not ejected,Male
4889808,SPRINGFIELD,10/21/20,Fatal injury,4:48 PM,2020,Fatal injury (K),1,45-54,45-54,Not reported,1,0,Not reported,V1: Not reported,HAMPDEN,,,42.13235423,-72.54607029,,,,,,,2,23,,Not reported
4889808,SPRINGFIELD,10/21/20,Fatal injury,4:48 PM,2020,Fatal injury (K),1,45-54,45-54,Not reported,1,0,Not reported,V1: Not reported,HAMPDEN,,,42.13235423,-72.54607029,1,Not reported,47,DCC1:Not reported,Not reported,Not reported,1,47,Not reported,Male
4889807,NANTUCKET,8/19/20,Fatal injury,10:28 PM,2020,Fatal injury (K),1,25-34,25-34,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,NANTUCKET,,60,41.24366751,-69.99843082,1,Unknown,33,"DCC1:Unknown, DCC2:Not reported",Unknown,Unknown,1,33,Partially ejected,Male
4887772,NORWOOD,10/3/20,Fatal injury,2:34 AM,2020,Fatal injury (K),1,21-24,21-24,Single vehicle crash,2,0,"Two-way, divided, unprotected median",V1: Turning right,NORFOLK,,,42.16833937,-71.17287138,1,Not reported,22,"DCC1:Operating vehicle in erratic, reckless, careless, negligent or aggressive manner, DCC2:Not reported",Not reported,Not reported,2,20,Not ejected,Male
4887772,NORWOOD,10/3/20,Fatal injury,2:34 AM,2020,Fatal injury (K),1,21-24,21-24,Single vehicle crash,2,0,"Two-way, divided, unprotected median",V1: Turning right,NORFOLK,,,42.16833937,-71.17287138,1,Not reported,22,"DCC1:Operating vehicle in erratic, reckless, careless, negligent or aggressive manner, DCC2:Not reported",Not reported,Not reported,1,22,Totally ejected,Male
4885953,STURBRIDGE,10/12/20,Fatal injury,10:15 PM,2020,Fatal injury (K),1,16-17,16-17,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,WORCESTER,,65,42.05899142,-72.11049908,1,,16,,,,1,16,Not ejected,Male
4885944,MILTON,10/10/20,Fatal injury,4:56 AM,2020,Fatal injury (K),5,21-24,45-54,Head-on,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead / V5: Travelling straight ahead / V4: Travelling straight ahead,NORFOLK,,55,42.20299336,-71.09371541,1,Not reported,24,"DCC1:Wrong side or wrong way, DCC2:Not reported",Not reported,Not reported,1,24,Not ejected,Male
4885944,MILTON,10/10/20,Fatal injury,4:56 AM,2020,Fatal injury (K),5,21-24,45-54,Head-on,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead / V5: Travelling straight ahead / V4: Travelling straight ahead,NORFOLK,,55,42.20299336,-71.09371541,2,"No, alcohol not used",29,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,29,Not ejected,Female
4885944,MILTON,10/10/20,Fatal injury,4:56 AM,2020,Fatal injury (K),5,21-24,45-54,Head-on,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead / V5: Travelling straight ahead / V4: Travelling straight ahead,NORFOLK,,55,42.20299336,-71.09371541,3,"No, alcohol not used",50,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",3,50,Not ejected,Male
4885944,MILTON,10/10/20,Fatal injury,4:56 AM,2020,Fatal injury (K),5,21-24,45-54,Head-on,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead / V5: Travelling straight ahead / V4: Travelling straight ahead,NORFOLK,,55,42.20299336,-71.09371541,4,"No, alcohol not used",24,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",4,24,Not ejected,Male
4885944,MILTON,10/10/20,Fatal injury,4:56 AM,2020,Fatal injury (K),5,21-24,45-54,Head-on,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead / V5: Travelling straight ahead / V4: Travelling straight ahead,NORFOLK,,55,42.20299336,-71.09371541,5,"No, alcohol not used",38,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",5,38,Not ejected,Female
4890311,SPRINGFIELD,10/23/20,Fatal injury,1:20 AM,2020,Fatal injury (K),1,18-20,18-20,Not reported,2,0,Not reported,V1: Not reported,HAMPDEN,,,42.10637097,-72.50806394,1,Not reported,18,DCC1:Not reported,Not reported,Not reported,2,18,Not reported,Not reported
4890311,SPRINGFIELD,10/23/20,Fatal injury,1:20 AM,2020,Fatal injury (K),1,18-20,18-20,Not reported,2,0,Not reported,V1: Not reported,HAMPDEN,,,42.10637097,-72.50806394,1,Not reported,18,DCC1:Not reported,Not reported,Not reported,1,18,Not reported,Male
4884220,WESTPORT,9/13/20,Fatal injury,2:15 AM,2020,Fatal injury (K),3,25-34,35-44,Rear-end,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,BRISTOL,,50,41.66482146,-71.09103144,3,"No, alcohol not used",43,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",9,33,Not ejected,Male
4884220,WESTPORT,9/13/20,Fatal injury,2:15 AM,2020,Fatal injury (K),3,25-34,35-44,Rear-end,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,BRISTOL,,50,41.66482146,-71.09103144,3,"No, alcohol not used",43,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",8,4,Not ejected,Female
4884220,WESTPORT,9/13/20,Fatal injury,2:15 AM,2020,Fatal injury (K),3,25-34,35-44,Rear-end,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,BRISTOL,,50,41.66482146,-71.09103144,2,Not reported,29,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,Not reported,7,9,Not ejected,Female
4884220,WESTPORT,9/13/20,Fatal injury,2:15 AM,2020,Fatal injury (K),3,25-34,35-44,Rear-end,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,BRISTOL,,50,41.66482146,-71.09103144,2,Not reported,29,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,Not reported,6,10,Not ejected,Female
4884220,WESTPORT,9/13/20,Fatal injury,2:15 AM,2020,Fatal injury (K),3,25-34,35-44,Rear-end,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,BRISTOL,,50,41.66482146,-71.09103144,2,Not reported,29,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,Not reported,5,35,Not ejected,Male
4884220,WESTPORT,9/13/20,Fatal injury,2:15 AM,2020,Fatal injury (K),3,25-34,35-44,Rear-end,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,BRISTOL,,50,41.66482146,-71.09103144,2,Not reported,29,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,Not reported,2,10,Not ejected,Male
4884220,WESTPORT,9/13/20,Fatal injury,2:15 AM,2020,Fatal injury (K),3,25-34,35-44,Rear-end,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,BRISTOL,,50,41.66482146,-71.09103144,2,Not reported,29,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,Not reported,3,7,Not ejected,Male
4884220,WESTPORT,9/13/20,Fatal injury,2:15 AM,2020,Fatal injury (K),3,25-34,35-44,Rear-end,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,BRISTOL,,50,41.66482146,-71.09103144,3,"No, alcohol not used",43,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",11,6,Not ejected,Male
4884220,WESTPORT,9/13/20,Fatal injury,2:15 AM,2020,Fatal injury (K),3,25-34,35-44,Rear-end,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,BRISTOL,,50,41.66482146,-71.09103144,1,Not reported,29,"DCC1:Inattention, DCC2:Not reported",Not Distracted,Not reported,1,29,Not ejected,Male
4884220,WESTPORT,9/13/20,Fatal injury,2:15 AM,2020,Fatal injury (K),3,25-34,35-44,Rear-end,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,BRISTOL,,50,41.66482146,-71.09103144,2,Not reported,29,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,Not reported,4,29,Not ejected,Female
4884220,WESTPORT,9/13/20,Fatal injury,2:15 AM,2020,Fatal injury (K),3,25-34,35-44,Rear-end,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,BRISTOL,,50,41.66482146,-71.09103144,3,"No, alcohol not used",43,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",10,43,Not ejected,Female
4890906,WESTHAMPTON,10/22/20,Fatal injury,3:25 PM,2020,Fatal injury (K),2,55-64,75-84,Angle,1,0,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Turning left,HAMPSHIRE,,45,42.2870454,-72.74996586,1,Not reported,57,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,Not reported,2,72,Not ejected,Female
4890906,WESTHAMPTON,10/22/20,Fatal injury,3:25 PM,2020,Fatal injury (K),2,55-64,75-84,Angle,1,0,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Turning left,HAMPSHIRE,,45,42.2870454,-72.74996586,2,"No, alcohol not used",77,"DCC1:Made an improper turn, DCC2:Not reported",External distraction (outside the vehicle),"No, drug not used",4,72,Not ejected,Female
4890906,WESTHAMPTON,10/22/20,Fatal injury,3:25 PM,2020,Fatal injury (K),2,55-64,75-84,Angle,1,0,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Turning left,HAMPSHIRE,,45,42.2870454,-72.74996586,1,Not reported,57,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,Not reported,1,57,Totally ejected,Male
4890906,WESTHAMPTON,10/22/20,Fatal injury,3:25 PM,2020,Fatal injury (K),2,55-64,75-84,Angle,1,0,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Turning left,HAMPSHIRE,,45,42.2870454,-72.74996586,2,"No, alcohol not used",77,"DCC1:Made an improper turn, DCC2:Not reported",External distraction (outside the vehicle),"No, drug not used",3,77,Not ejected,Male
4884814,NEW BEDFORD,10/6/20,Fatal injury,4:44 PM,2020,Fatal injury (K),2,45-54,65-74,Head-on,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead,BRISTOL,,65,41.65405246,-70.96814248,1,"No, alcohol not used",69,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",1,69,Not ejected,Male
4884814,NEW BEDFORD,10/6/20,Fatal injury,4:44 PM,2020,Fatal injury (K),2,45-54,65-74,Head-on,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead,BRISTOL,,65,41.65405246,-70.96814248,2,"No, alcohol not used",52,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,52,Not ejected,Male
4892383,BOSTON,11/1/20,Fatal injury,7:48 AM,2020,Fatal injury (K),1,18-20,18-20,Not reported,1,0,Not reported,V1: Not reported,SUFFOLK,DORCHESTER,,42.31320534,-71.06813941,1,Not reported,19,DCC1:Not reported,Not reported,Not reported,1,19,Not reported,Not reported
4854927,LYNN,6/29/20,Fatal injury,11:28 PM,2020,Fatal injury (K),1,45-54,45-54,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,ESSEX,,35,42.4579623,-70.94917244,,,,,,,2,55,,Male
4854927,LYNN,6/29/20,Fatal injury,11:28 PM,2020,Fatal injury (K),1,45-54,45-54,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,ESSEX,,35,42.4579623,-70.94917244,1,Not reported,45,DCC1:Not reported,Not reported,Not reported,1,45,Not reported,Not reported
4892654,QUINCY,11/2/20,Fatal injury,6:02 PM,2020,Fatal injury (K),1,65-74,65-74,Not reported,1,0,Not reported,V1: Not reported,NORFOLK,,,,,,,,,,,2,52,,Not reported
4892654,QUINCY,11/2/20,Fatal injury,6:02 PM,2020,Fatal injury (K),1,65-74,65-74,Not reported,1,0,Not reported,V1: Not reported,NORFOLK,,,,,1,Not reported,69,DCC1:Not reported,Not reported,Not reported,1,69,Not reported,Male
4892523,WEYMOUTH,10/10/20,Fatal injury,11:42 PM,2020,Fatal injury (K),1,75-84,75-84,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,NORFOLK,,30,42.19779592,-70.94769329,1,Not reported,78,"DCC1:Unknown, DCC2:Not reported",Unknown,Not reported,1,78,Not ejected,Male
4858123,LYNN,6/29/20,Fatal injury,3:49 PM,2020,Fatal injury (K),1,18-20,18-20,Single vehicle crash,1,0,"Two-way, divided, unprotected median",V1: Travelling straight ahead,ESSEX,,35,42.4582383,-70.94908244,1,"No, alcohol not used",19,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",3,62,Not ejected,Female
